language_name,language_code,country
Efe,efe,"Congo, The Democratic Republic of the"
Enya,gey,"Congo, The Democratic Republic of the"
Foma,fom,"Congo, The Democratic Republic of the"
Fuliiru,flr,"Congo, The Democratic Republic of the"
Fulu,fuu,"Congo, The Democratic Republic of the"
Gbanziri,gbg,"Congo, The Democratic Republic of the"
Gilima,gix,"Congo, The Democratic Republic of the"
Gobu,gox,"Congo, The Democratic Republic of the"
Hamba,hba,"Congo, The Democratic Republic of the"
Havu,hav,"Congo, The Democratic Republic of the"
Hema,nix,"Congo, The Democratic Republic of the"
Hemba,hem,"Congo, The Democratic Republic of the"
Holoholo,hoo,"Congo, The Democratic Republic of the"
Holu,hol,"Congo, The Democratic Republic of the"
Hunde,hke,"Congo, The Democratic Republic of the"
Hungana,hum,"Congo, The Democratic Republic of the"
Ibali Teke,tek,"Congo, The Democratic Republic of the"
Iyansi,yns,"Congo, The Democratic Republic of the"
Kabwari,kcw,"Congo, The Democratic Republic of the"
Kaiku,kkq,"Congo, The Democratic Republic of the"
Kakwa,keo,"Congo, The Democratic Republic of the"
Kaliko,kbo,"Congo, The Democratic Republic of the"
Kango,kty,"Congo, The Democratic Republic of the"
Kango,kzy,"Congo, The Democratic Republic of the"
Kanu,khx,"Congo, The Democratic Republic of the"
Kanyok,kny,"Congo, The Democratic Republic of the"
Kaonde,kqn,"Congo, The Democratic Republic of the"
Kari,kbj,"Congo, The Democratic Republic of the"
Kela,kel,"Congo, The Democratic Republic of the"
Kele,khy,"Congo, The Democratic Republic of the"
Kete,kcv,"Congo, The Democratic Republic of the"
Kinyarwanda,kin,"Congo, The Democratic Republic of the"
Kituba,ktu,"Congo, The Democratic Republic of the"
Kiviila,job,"Congo, The Democratic Republic of the"
Kiyombe,yom,"Congo, The Democratic Republic of the"
Kobo,okc,"Congo, The Democratic Republic of the"
Komo,kmw,"Congo, The Democratic Republic of the"
Konzo,koo,"Congo, The Democratic Republic of the"
Koongo,kng,"Congo, The Democratic Republic of the"
Kpala,kpl,"Congo, The Democratic Republic of the"
Kusu,ksv,"Congo, The Democratic Republic of the"
Kwami,ktf,"Congo, The Democratic Republic of the"
Kwese,kws,"Congo, The Democratic Republic of the"
Lala-Bisa,leb,"Congo, The Democratic Republic of the"
Lalia,lal,"Congo, The Democratic Republic of the"
Lamba,lam,"Congo, The Democratic Republic of the"
Langbashe,lna,"Congo, The Democratic Republic of the"
Lega-Mwenga,lgm,"Congo, The Democratic Republic of the"
Lega-Shabunda,lea,"Congo, The Democratic Republic of the"
Lele,lel,"Congo, The Democratic Republic of the"
Lendu,led,"Congo, The Democratic Republic of the"
Lengola,lej,"Congo, The Democratic Republic of the"
Lese,les,"Congo, The Democratic Republic of the"
Libinza,liz,"Congo, The Democratic Republic of the"
Ligenza,lgz,"Congo, The Democratic Republic of the"
Lika,lik,"Congo, The Democratic Republic of the"
Likila,lie,"Congo, The Democratic Republic of the"
Lingala,lin,"Congo, The Democratic Republic of the"
Lobala,loq,"Congo, The Democratic Republic of the"
Logo,log,"Congo, The Democratic Republic of the"
Lombi,lmi,"Congo, The Democratic Republic of the"
Lombo,loo,"Congo, The Democratic Republic of the"
Lonzo,lnz,"Congo, The Democratic Republic of the"
Luba-Kasai,lua,"Congo, The Democratic Republic of the"
Luba-Katanga,lub,"Congo, The Democratic Republic of the"
Lugbara,lgg,"Congo, The Democratic Republic of the"
Luna,luj,"Congo, The Democratic Republic of the"
Lunda,lun,"Congo, The Democratic Republic of the"
Lusengo,lse,"Congo, The Democratic Republic of the"
Lwalu,lwa,"Congo, The Democratic Republic of the"
Lwel,lvl,"Congo, The Democratic Republic of the"
Mabaale,mmz,"Congo, The Democratic Republic of the"
Madi,msj,"Congo, The Democratic Republic of the"
Mamvu,mdi,"Congo, The Democratic Republic of the"
Mangbetu,mdj,"Congo, The Democratic Republic of the"
Mangbutu,mdk,"Congo, The Democratic Republic of the"
Mayeka,myc,"Congo, The Democratic Republic of the"
Mayogo,mdm,"Congo, The Democratic Republic of the"
Mba,mfc,"Congo, The Democratic Republic of the"
Mbala,mdp,"Congo, The Democratic Republic of the"
Mbandja,zmz,"Congo, The Democratic Republic of the"
Mbesa,zms,"Congo, The Democratic Republic of the"
Mbo,zmw,"Congo, The Democratic Republic of the"
Mbole,mdq,"Congo, The Democratic Republic of the"
Mbuun,zmp,"Congo, The Democratic Republic of the"
Mfinu,zmf,"Congo, The Democratic Republic of the"
Mid-Southern Banda,bjo,"Congo, The Democratic Republic of the"
Mituku,zmq,"Congo, The Democratic Republic of the"
Moingi,mwz,"Congo, The Democratic Republic of the"
Mongo-Nkundu,lol,"Congo, The Democratic Republic of the"
Mono,mnh,"Congo, The Democratic Republic of the"
Monzombo,moj,"Congo, The Democratic Republic of the"
Mvuba,mxh,"Congo, The Democratic Republic of the"
Mündü,muh,"Congo, The Democratic Republic of the"
M’we,bmg,"Congo, The Democratic Republic of the"
Nande,nnb,"Congo, The Democratic Republic of the"
Ndaka,ndk,"Congo, The Democratic Republic of the"
Ndo,ndp,"Congo, The Democratic Republic of the"
Ndobo,ndw,"Congo, The Democratic Republic of the"
Ndolo,ndl,"Congo, The Democratic Republic of the"
Ndrulo,dno,"Congo, The Democratic Republic of the"
Ndunga,ndt,"Congo, The Democratic Republic of the"
Ngando,nxd,"Congo, The Democratic Republic of the"
Ngbaka,nga,"Congo, The Democratic Republic of the"
Ngbaka Ma’bo,nbm,"Congo, The Democratic Republic of the"
Ngbee,jgb,"Congo, The Democratic Republic of the"
Ngbinda,nbd,"Congo, The Democratic Republic of the"
Ngbundu,nuu,"Congo, The Democratic Republic of the"
Ngelima,agh,"Congo, The Democratic Republic of the"
Ngiti,niy,"Congo, The Democratic Republic of the"
Ngombe,ngc,"Congo, The Democratic Republic of the"
Ngongo,noq,"Congo, The Democratic Republic of the"
Ngwii,nlo,"Congo, The Democratic Republic of the"
Nkutu,nkw,"Congo, The Democratic Republic of the"
Northern Ngbandi,ngb,"Congo, The Democratic Republic of the"
Ntomba,nto,"Congo, The Democratic Republic of the"
Nyali,nlj,"Congo, The Democratic Republic of the"
Nyanga,nyj,"Congo, The Democratic Republic of the"
Nyanga-li,nyc,"Congo, The Democratic Republic of the"
Nyindu,nyg,"Congo, The Democratic Republic of the"
Nzadi,nzd,"Congo, The Democratic Republic of the"
Nzakara,nzk,"Congo, The Democratic Republic of the"
Ohendo,soe,"Congo, The Democratic Republic of the"
Ombo,oml,"Congo, The Democratic Republic of the"
Omi,omi,"Congo, The Democratic Republic of the"
Pagibete,pae,"Congo, The Democratic Republic of the"
Pambia,pmb,"Congo, The Democratic Republic of the"
Pelende,ppp,"Congo, The Democratic Republic of the"
Phende,pem,"Congo, The Democratic Republic of the"
Poke,pof,"Congo, The Democratic Republic of the"
Ruund,rnd,"Congo, The Democratic Republic of the"
Sakata,skt,"Congo, The Democratic Republic of the"
Salampasu,slx,"Congo, The Democratic Republic of the"
Samba,smx,"Congo, The Democratic Republic of the"
Sanga,sng,"Congo, The Democratic Republic of the"
Seba,kdg,"Congo, The Democratic Republic of the"
Sengele,szg,"Congo, The Democratic Republic of the"
Sere,swf,"Congo, The Democratic Republic of the"
Shi,shr,"Congo, The Democratic Republic of the"
So,soc,"Congo, The Democratic Republic of the"
Sonde,shc,"Congo, The Democratic Republic of the"
Songe,sop,"Congo, The Democratic Republic of the"
Songo,soo,"Congo, The Democratic Republic of the"
Songoora,sod,"Congo, The Democratic Republic of the"
Southern Ngbandi,nbw,"Congo, The Democratic Republic of the"
Suku,sub,"Congo, The Democratic Republic of the"
Taabwa,tap,"Congo, The Democratic Republic of the"
Tagbu,tbm,"Congo, The Democratic Republic of the"
Talinga-Bwisi,tlj,"Congo, The Democratic Republic of the"
Tembo,tbt,"Congo, The Democratic Republic of the"
Tembo,tmv,"Congo, The Democratic Republic of the"
Tetela,tll,"Congo, The Democratic Republic of the"
Tiene,tii,"Congo, The Democratic Republic of the"
Togbo-Vara Banda,tor,"Congo, The Democratic Republic of the"
Vanuma,vau,"Congo, The Democratic Republic of the"
Wongo,won,"Congo, The Democratic Republic of the"
Yaka,yaf,"Congo, The Democratic Republic of the"
Yamongeri,ymg,"Congo, The Democratic Republic of the"
Yango,yng,"Congo, The Democratic Republic of the"
Zande,zne,"Congo, The Democratic Republic of the"
Zimba,zmb,"Congo, The Democratic Republic of the"
Zula,zla,"Congo, The Democratic Republic of the"
,,"Congo, The Democratic Republic of the"
Afar,aar,Djibouti
Somali,som,Djibouti
Bedawiyet,bej,Egypt
Coptic,cop,Egypt
Eastern Egyptian Bedawi Arabic,avl,Egypt
Egyptian Arabic,arz,Egypt
Egyptian Sign Language,esl,Egypt
Mattokki,xnz,Egypt
Sa’idi Arabic,aec,Egypt
Siwi,siz,Egypt
Western Egyptian Bedawi Arabic,ayl,Egypt
Bapuku,bnm,Equatorial Guinea
Benga,bng,Equatorial Guinea
Bube,bvb,Equatorial Guinea
Equatorial Guinean Pidgin,fpe,Equatorial Guinea
Fa d’Ambu,fab,Equatorial Guinea
Fang,fan,Equatorial Guinea
Gyele,gyi,Equatorial Guinea
Iyasa,yko,Equatorial Guinea
Kombe,nui,Equatorial Guinea
Kwasio,nmg,Equatorial Guinea
Molengue,bxc,Equatorial Guinea
Seki,syi,Equatorial Guinea
Afar,aar,Eritrea
Bedawiyet,bej,Eritrea
Bilen,byn,Eritrea
Dahalik,dlk,Eritrea
Geez,gez,Eritrea
Kunama,kun,Eritrea
Nara,nrb,Eritrea
Saho,ssy,Eritrea
Tigrigna,tir,Eritrea
Tigré,tig,Eritrea
Swati,ssw,Eswatini
Aari,aiw,Ethiopia
Afar,aar,Ethiopia
Alaba-K’abeena,alw,Ethiopia
Ale,gwd,Ethiopia
Amharic,amh,Ethiopia
Anfillo,myo,Ethiopia
Anuak,anu,Ethiopia
Arbore,arv,Ethiopia
Argobba,agj,Ethiopia
Awngi,awn,Ethiopia
Baiso,bsw,Ethiopia
Basketo,bst,Ethiopia
Bench,bcq,Ethiopia
Berta,wti,Ethiopia
Borana-Arsi-Guji Oromo,gax,Ethiopia
Borna,bwo,Ethiopia
Burji,bji,Ethiopia
Daasanach,dsh,Ethiopia
Daatsʼíin,dtn,Ethiopia
Dawro,dwr,Ethiopia
Dime,dim,Ethiopia
Dirasha,gdl,Ethiopia
Dizin,mdx,Ethiopia
Dorze,doz,Ethiopia
Eastern Oromo,hae,Ethiopia
Ethiopian Sign Language,eth,Ethiopia
Gafat,gft,Ethiopia
Gamo,gmv,Ethiopia
Gayil,gyl,Ethiopia
Gedeo,drs,Ethiopia
Geez,gez,Ethiopia
Girirra,gii,Ethiopia
Gofa,gof,Ethiopia
Gumuz,guk,Ethiopia
Gwama,kmq,Ethiopia
Hadiyya,hdy,Ethiopia
Hamer-Banne,amf,Ethiopia
Harari,har,Ethiopia
Hozo,hoz,Ethiopia
Inor,ior,Ethiopia
Kachama-Ganjule,kcx,Ethiopia
Kacipo-Bale Suri,koe,Ethiopia
Kafa,kbr,Ethiopia
Kambaata,ktb,Ethiopia
Karo,kxh,Ethiopia
Kistane,gru,Ethiopia
Komo,xom,Ethiopia
Konso,kxc,Ethiopia
Koorete,kqy,Ethiopia
Kwegu,xwg,Ethiopia
Libido,liq,Ethiopia
Majang,mpe,Ethiopia
Male,mdy,Ethiopia
Mawes Aasse,myf,Ethiopia
Melo,mfx,Ethiopia
Mesmes,mys,Ethiopia
Mesqan,mvz,Ethiopia
Me’en,mym,Ethiopia
Mositacha,dox,Ethiopia
Mursi,muz,Ethiopia
Nayi,noz,Ethiopia
Nuer,nus,Ethiopia
Nyangatom,nnj,Ethiopia
Ongota,bxe,Ethiopia
Opo,lgn,Ethiopia
Oyda,oyd,Ethiopia
Qimant,ahg,Ethiopia
Rer Bare,rer,Ethiopia
Saho,ssy,Ethiopia
Sebat Bet Gurage,sgw,Ethiopia
Seze,sze,Ethiopia
Shabo,sbf,Ethiopia
Shekkacho,moy,Ethiopia
Sheko,she,Ethiopia
Sidaama,sid,Ethiopia
Silt’e,stv,Ethiopia
Somali,som,Ethiopia
Tigrigna,tir,Ethiopia
Tirmaga-Chai Suri,suq,Ethiopia
Tsaara,cra,Ethiopia
Tsamai,tsb,Ethiopia
West Central Oromo,gaz,Ethiopia
Weyto,woy,Ethiopia
Wolane,wle,Ethiopia
Wolaytta,wal,Ethiopia
Xamtanga,xan,Ethiopia
Yemsa,jnj,Ethiopia
Zay,zwa,Ethiopia
Zayse,zay,Ethiopia
Baka,bkc,Gabon
Barama,bbg,Gabon
Bekwel,bkw,Gabon
Benga,bng,Gabon
Bubi,buw,Gabon
Bwisi,bwz,Gabon
Duma,dma,Gabon
Eviya,gev,Gabon
Fang,fan,Gabon
Kande,kbs,Gabon
Kaningi,kzo,Gabon
Kota,koq,Gabon
Kélé,keb,Gabon
Lumbu,lup,Gabon
Mahongwe,mhb,Gabon
Mbangwe,zmn,Gabon
Mbere,mdt,Gabon
Myene,mye,Gabon
Ndambomo,nxo,Gabon
Ndasa,nda,Gabon
Ndumu,nmd,Gabon
Ngom,nra,Gabon
Njebi,nzb,Gabon
Pinji,pic,Gabon
Punu,puu,Gabon
Sake,sak,Gabon
Samay,syx,Gabon
Sangu,snq,Gabon
Seki,syi,Gabon
Sighu,sxe,Gabon
Simba,sbw,Gabon
Sira,swj,Gabon
Tchitchege,tck,Gabon
Teke-Tege,teg,Gabon
Tsaangi,tsa,Gabon
Tsogo,tsv,Gabon
Vili,vif,Gabon
Vumbu,vum,Gabon
Wandji,wdd,Gabon
Wumbvu,wum,Gabon
Gambian Wolof,wof,Gambia
Jola-Fonyi,dyo,Gambia
Mandinka,mnk,Gambia
Mandjak,mfv,Gambia
Pulaar,fuc,Gambia
Serer-Sine,srr,Gambia
Western Maninkakan,mlq,Gambia
Abron,abr,Ghana
Adamorobe Sign Language,ads,Ghana
Adangbe,adq,Ghana
Adele,ade,Ghana
Ahanta,aha,Ghana
Akan,aka,Ghana
Akposo,kpo,Ghana
Animere,anf,Ghana
Anufo,cko,Ghana
Anyin,any,Ghana
Avatime,avn,Ghana
Awutu,afu,Ghana
Bimoba,bim,Ghana
Bisa,bib,Ghana
Bondoukou Kulango,kzc,Ghana
Boro,xxb,Ghana
Buli,bwu,Ghana
Chakali,cli,Ghana
Chala,cll,Ghana
Cherepon,cpn,Ghana
Chumburung,ncu,Ghana
Dagbani,dag,Ghana
Dangme,ada,Ghana
Deg,mzw,Ghana
Delo,ntr,Ghana
Dompo,doy,Ghana
Dwang,nnu,Ghana
Esahie,sfw,Ghana
Farefare,gur,Ghana
Ga,gaa,Ghana
Ghanaian Pidgin English,gpe,Ghana
Ghanaian Sign Language,gse,Ghana
Gikyode,acd,Ghana
Gonja,gjn,Ghana
Gua,gwx,Ghana
Hanga,hag,Ghana
Jwira-Pepesa,jwi,Ghana
Kamara,jmr,Ghana
Kantosi,xkt,Ghana
Kasem,xsm,Ghana
Konkomba,xon,Ghana
Konni,kma,Ghana
Kplang,kph,Ghana
Krache,kye,Ghana
Kusaal,kus,Ghana
Larteh,lar,Ghana
Lelemi,lef,Ghana
Ligbi,lig,Ghana
Logba,lgq,Ghana
Mampruli,maw,Ghana
Nafaanra,nfr,Ghana
Nawuri,naw,Ghana
Nchumbulu,nlu,Ghana
Nkami,nkq,Ghana
Nkonya,nko,Ghana
Ntcham,bud,Ghana
Nyagbo,nyb,Ghana
Nzema,nzi,Ghana
Paasaal,sig,Ghana
Safaliba,saf,Ghana
Sekpele,lip,Ghana
Selee,snw,Ghana
Siwu,akp,Ghana
Southern Birifor,biv,Ghana
Southern Dagaare,dga,Ghana
Tafi,tcd,Ghana
Tampulma,tpm,Ghana
Tumulung Sisaala,sil,Ghana
Tuwuli,bov,Ghana
Vagla,vag,Ghana
Wali,wlx,Ghana
Wasa,wss,Ghana
Western Sisaala,ssl,Ghana
Éwé,ewe,Ghana
Badyara,pbp,Guinea
Baga Kaloum,bqf,Guinea
Baga Koga,bgo,Guinea
Baga Manduri,bmd,Guinea
Baga Pokur,bcg,Guinea
Baga Sitemu,bsp,Guinea
Baga Sobané,bsv,Guinea
Bassari,bsc,Guinea
Dan,dnj,Guinea
East Limba,lma,Guinea
Eastern Maninkakan,emk,Guinea
Guinea Kpelle,gkp,Guinea
Guinean Sign Language,gus,Guinea
Jahanka,jad,Guinea
Kakabe,kke,Guinea
Kla-Dan,lda,Guinea
Kono,knu,Guinea
Konyanka,mku,Guinea
Kuranko,knk,Guinea
Landoma,ldm,Guinea
Lele,llc,Guinea
Mano,mev,Guinea
Manya,mzj,Guinea
Mbulungish,mbv,Guinea
Mogofin,mfg,Guinea
Nalu,naj,Guinea
Northern Kissi,kqs,Guinea
N’Ko,nqo,Guinea
Pulaar,fuc,Guinea
Pular,fuf,Guinea
Sankaran Maninka,msc,Guinea
Sarakolé,snk,Guinea
Susu,sus,Guinea
Toma,tod,Guinea
Wamey,cou,Guinea
Yalunka,yal,Guinea
Zialo,zil,Guinea
Bainouk-Gunyuño,bab,Guinea-Bissau
Balanta,ble,Guinea-Bissau
Biafada,bif,Guinea-Bissau
Bijagó,bjg,Guinea-Bissau
Fula,fuc,Guinea-Bissau
Futa Fula,fuf,Guinea-Bissau
Guinea-Bissau Creole,pov,Guinea-Bissau
Guinea-Bissau Sign Language,lgs,Guinea-Bissau
Jola Bayote,bda,Guinea-Bissau
Jola-Felupe,eja,Guinea-Bissau
Kanjad,pbp,Guinea-Bissau
Kasanga,ccj,Guinea-Bissau
Kobiana,kcj,Guinea-Bissau
Mandinka,mnk,Guinea-Bissau
Mandjak,mfv,Guinea-Bissau
Mankanya,knf,Guinea-Bissau
Mansoanka,msw,Guinea-Bissau
Nalu,naj,Guinea-Bissau
Papel,pbo,Guinea-Bissau
Ateso,teo,Kenya
Aweer,bob,Kenya
Borana,gax,Kenya
Bukusu,bxk,Kenya
Chichonyi-Chidzihana-Chikauma,coh,Kenya
Chidigo,dig,Kenya
Chiduruma,dug,Kenya
Daasanach,dsh,Kenya
Dahalo,dal,Kenya
Dawida,dav,Kenya
Dholuo,luo,Kenya
Ekegusii,guz,Kenya
El Molo,elo,Kenya
Garre,gex,Kenya
Gichuka,cuh,Kenya
Gikuyu,kik,Kenya
Kamba,kam,Kenya
Keiyo,eyo,Kenya
Kenyan Sign Language,xki,Kenya
Kiembu,ebu,Kenya
Kigiryama,nyf,Kenya
Kimîîru,mer,Kenya
Kipfokomu,pkb,Kenya
Kipsigis,sgc,Kenya
Kitharaka,thk,Kenya
Kiwilwana,mlk,Kenya
Kuria,kuj,Kenya
Luidakho-Luisukha-Lutirichi,ida,Kenya
Lukabaras,lkb,Kenya
Lulogooli,rag,Kenya
Lutachoni,lts,Kenya
Maasai,mas,Kenya
Markweeta,enb,Kenya
Mwimbi-Muthambi,mws,Kenya
Nandi,niq,Kenya
Nyala,nle,Kenya
Okiek,oki,Kenya
Olukhayo,lko,Kenya
Olumarachi,lri,Kenya
Olumarama,lrm,Kenya
Olunyole,nyd,Kenya
Olusamia,lsm,Kenya
Olushisa,lks,Kenya
Olutsotso,lto,Kenya
Oluwanga,lwg,Kenya
Omotik,omt,Kenya
Orma,orc,Kenya
Pökoot,pko,Kenya
Rendille,rel,Kenya
Sabaot,spy,Kenya
Sagalla,tga,Kenya
Samburu,saq,Kenya
Singa,sgm,Kenya
Somali,som,Kenya
Suba,sxb,Kenya
Swahili,swh,Kenya
Taveta,tvs,Kenya
Terik,tec,Kenya
Tugen,tuy,Kenya
Turkana,tuv,Kenya
Waata,ssn,Kenya
Yaaku,muu,Kenya
Southern Sotho,sot,Lesotho
Xhosa,xho,Lesotho
Zulu,zul,Lesotho
Bandi,bza,Liberia
Barclayville Grebo,gry,Liberia
Bassa,bsq,Liberia
Central Grebo,grv,Liberia
Dan,dnj,Liberia
Dewoin,dee,Liberia
Eastern Krahn,kqo,Liberia
Gbii,ggb,Liberia
Gboloo Grebo,gec,Liberia
Glaro-Twabo,glr,Liberia
Glio-Oubi,oub,Liberia
Gola,gol,Liberia
Klao,klu,Liberia
Kuwaa,blh,Liberia
Liberia Kpelle,xpe,Liberia
Liberian English,lir,Liberia
Loma,lom,Liberia
Maan,mev,Liberia
Manya,mzj,Liberia
Mende,men,Liberia
Northern Grebo,gbo,Liberia
Sapo,krn,Liberia
Southern Grebo,grj,Liberia
Southern Kisi,kss,Liberia
Tajuasohn,tja,Liberia
Vai,vai,Liberia
Western Krahn,krw,Liberia
Awjilah,auj,Libya
Ghadamès,gha,Libya
Judeo-Tripolitanian Arabic,yud,Libya
Libyan Arabic,ayl,Libya
Libyan Sign Language,lbs,Libya
Nafusi,jbn,Libya
Sawknah,swn,Libya
Siwi,siz,Libya
Tahaggart Tamahaq,thv,Libya
Tedaga,tuq,Libya
,,Libya
Antankarana Malagasy,xmv,Madagascar
Bara Malagasy,bhr,Madagascar
Malagasy Sign Language,mzc,Madagascar
Masikoro Malagasy,msh,Madagascar
Merina Malagasy,plt,Madagascar
Northern Betsimisaraka Malagasy,bmm,Madagascar
Sakalava Malagasy,skg,Madagascar
Southern Betsimisaraka Malagasy,bzc,Madagascar
Tandroy-Mahafaly Malagasy,tdx,Madagascar
Tanosy Malagasy,txy,Madagascar
Tesaka Malagasy,tkg,Madagascar
Tsimihety Malagasy,xmw,Madagascar
Chichewa,nya,Malawi
Kokola,kzn,Malawi
Lambya,lai,Malawi
Malawi Lomwe,lon,Malawi
Malawi Nyiha,nyr,Malawi
Malawi Sena,swk,Malawi
Malawian Sign Language,lws,Malawi
Ndali,ndh,Malawi
Nyakyusa-Ngonde,nyy,Malawi
Nyika,nkv,Malawi
Tonga,tog,Malawi
Tumbuka,tum,Malawi
Yao,yao,Malawi
Ampari Dogon,aqd,Mali
Ana Tinga Dogon,dti,Mali
Bamanankan,bam,Mali
Bangime,dba,Mali
Bankagooma,bxw,Mali
Bankan Tey Dogon,dbw,Mali
Ben Tey Dogon,dbt,Mali
Bolon,bof,Mali
Bomu,bmq,Mali
Bondum Dom Dogon,dbu,Mali
Bunoge Dogon,dgb,Mali
Dogul Dom Dogon,dbg,Mali
Donno So Dogon,dds,Mali
Duungooma,dux,Mali
Eastern Maninkakan,emk,Mali
Hasanya Arabic,mey,Mali
Humburi Senni Songhay,hmb,Mali
Jalunga,yal,Mali
Jamsay Dogon,djm,Mali
Jenaama Bozo,bze,Mali
Jowulu,jow,Mali
Kagoro,xkg,Mali
Kelengaxo Bozo,bzx,Mali
Kita Maninkakan,mwk,Mali
Konabéré,bbo,Mali
Koromfé,kfz,Mali
Koyra Chiini Songhay,khq,Mali
Koyraboro Senni Songhay,ses,Mali
Maasina Fulfulde,ffm,Mali
Malian Sign Language,bog,Mali
Mamara Sénoufo,myk,Mali
Marka,rkm,Mali
Matya Samo,stj,Mali
Mombo Dogon,dmb,Mali
Moore,mos,Mali
Nanga Dama Dogon,nzz,Mali
Pana,pnq,Mali
Pulaar,fuc,Mali
Pular,fuf,Mali
Shempire Sénoufo,seb,Mali
Soninke,snk,Mali
Supyire Sénoufo,spp,Mali
Syenara Sénoufo,shz,Mali
Sàmòmá,knz,Mali
Sìcìté Sénoufo,sep,Mali
Tadaksahak,dsq,Mali
Tamajaq,ttq,Mali
Tamasheq,taq,Mali
Tebul Sign Language,tsy,Mali
Tebul Ure Dogon,dtu,Mali
Tene Kan Dogon,dtk,Mali
Tiemacèwè Bozo,boo,Mali
Tieyaxo Bozo,boz,Mali
Tiranige Diga Dogon,tde,Mali
Tommo So Dogon,dto,Mali
Tomo Kan Dogon,dtm,Mali
Tondi Songway Kiini,tst,Mali
Toro So Dogon,dts,Mali
Toro Tegu Dogon,dtt,Mali
Western Maninkakan,mlq,Mali
Xaasongaxango,kao,Mali
Yanda Dom Dogon,dym,Mali
Zarmaci,dje,Mali
Hassaniyya,mey,Mauritania
Pulaar,fuc,Mauritania
Soninke,snk,Mauritania
Wolof,wol,Mauritania
Zenaga,zen,Mauritania
Mauritian Sign Language,lsy,Mauritius
Morisyen,mfe,Mauritius
Bushi,buc,Mayotte
Maore Comorian,swb,Mayotte
Central Atlas Tamazight,tzm,Morocco
Ghomara,gho,Morocco
Judeo-Berber,jbe,Morocco
Judeo-Moroccan Arabic,aju,Morocco
Moroccan Arabic,ary,Morocco
Moroccan Sign Language,xms,Morocco
Senhaja Berber,sjs,Morocco
Standard Moroccan Tamazight,zgh,Morocco
Tachelhit,shi,Morocco
Tarifit,rif,Morocco
Taznatit,grr,Morocco
Barwe,bwg,Mozambique
Chopi,cce,Mozambique
Chuwabu,chw,Mozambique
Dema,dmx,Mozambique
Kokola,kzn,Mozambique
Koti,eko,Mozambique
Kunda,kdn,Mozambique
Lolo,llb,Mozambique
Lomwe,ngl,Mozambique
Maindo,cwb,Mozambique
Makhuwa,vmw,Mozambique
Makhuwa-Marrevone,xmc,Mozambique
Makhuwa-Meetto,mgh,Mozambique
Makhuwa-Moniga,mhm,Mozambique
Makhuwa-Saka,xsq,Mozambique
Makhuwa-Shirima,vmk,Mozambique
Makonde,kde,Mozambique
Makwe,ymk,Mozambique
Manyawa,mny,Mozambique
Manyika,mxc,Mozambique
Marenje,vmr,Mozambique
Mozambican Sign Language,mzy,Mozambique
Mwani,wmw,Mozambique
Ndau,ndc,Mozambique
Nsenga,nse,Mozambique
Nyanja,nya,Mozambique
Nyungwe,nyu,Mozambique
Phimbi,phm,Mozambique
Ronga,rng,Mozambique
Sena,seh,Mozambique
Swahili,swh,Mozambique
Swati,ssw,Mozambique
Takwane,tke,Mozambique
Tawara,twl,Mozambique
Tewe,twx,Mozambique
Tonga,toh,Mozambique
Tsonga,tso,Mozambique
Tswa,tsc,Mozambique
Xingoni,xnq,Mozambique
Yao,yao,Mozambique
Zulu,zul,Mozambique
Fwe,fwe,Namibia
Gciriku,diu,Namibia
Hai|ǁom,hgm,Namibia
Herero,her,Namibia
Juǀ’hoansi,ktz,Namibia
Khoekhoe,naq,Namibia
Khwedam,xuu,Namibia
Kuhane,sbs,Namibia
Kung-Ekoka,knw,Namibia
Kwambi,kwm,Namibia
Kwangali,kwn,Namibia
Kwanyama,kua,Namibia
Mbalanhu,lnb,Namibia
Mbukushu,mhw,Namibia
Namibian Sign Language,nbs,Namibia
Naro,nhr,Namibia
Ndonga,ndo,Namibia
Ngandjera,nne,Namibia
Northwestern !Kung,vaj,Namibia
Setswana,tsn,Namibia
Taa,nmn,Namibia
Yeyi,yey,Namibia
Zemba,dhm,Namibia
Bilma Kanuri,bms,Niger
Central-Eastern Niger Fulfulde,fuq,Niger
Dazaga,dzg,Niger
Dendi,ddn,Niger
Gourmanchéma,gux,Niger
Hausa,hau,Niger
Libyan Arabic,ayl,Niger
Manga Kanuri,kby,Niger
Shuwa Arabic,shu,Niger
Tagdal,tda,Niger
Tahaggart Tamahaq,thv,Niger
Tasawaq,twq,Niger
Tawallammat Tamajaq,ttq,Niger
Tayart Tamajeq,thz,Niger
Tedaga,tuq,Niger
Tetserret,tez,Niger
Tumari Kanuri,krt,Niger
Western Niger Fulfulde,fuh,Niger
Yerwa Kanuri,knc,Niger
Zarma,dje,Niger
Abanglekuo,bzy,Nigeria
Abanyom,abm,Nigeria
Abishi,pcn,Nigeria
Abon,abo,Nigeria
Abua,abn,Nigeria
Abureni,mgj,Nigeria
Adamawa Fulfulde,fub,Nigeria
Adara,kad,Nigeria
Aduge,adu,Nigeria
Afade,aal,Nigeria
Agatu,agc,Nigeria
Agwagwune,yay,Nigeria
Ahan,ahn,Nigeria
Ahwai,nfd,Nigeria
Ajawa,ajw,Nigeria
Ajiri,afo,Nigeria
Ajiya,idc,Nigeria
Akpes,ibe,Nigeria
Akuku,ayk,Nigeria
Akum,aku,Nigeria
Akweya,akf,Nigeria
Akye,aik,Nigeria
Alago,ala,Nigeria
Amalah,ruy,Nigeria
